List of all the Forecast Locations by Program / Liste de tous les emplacements de prévisions par programme,,,,,,
CODE,NAME,NOM,PROGRAMS,PROGRAMMES,PROVINCE/WATERBODY 2 PROVINCE/PLAN D'EAU 2,PROVINCE/WATERBODY MOD. PROVINCE/PLAN D'EAU MOD.
052520,R.M. of Thompson incl. Miami Rosebank and Deerwood,m.r. de Thompson incluant Miami Rosebank et Deerwood,Public,Public,MB,MB
052520,R.M. of Thompson incl. Miami Rosebank and Deerwood,m.r. de Thompson incluant Miami Rosebank et Deerwood,Air Quality,Qualité de l'air,MB,MB
052530,R.M. of Roland incl. Jordan and Myrtle,m.r. de Roland incluant Jordan et Myrtle,Public,Public,MB,MB
052530,R.M. of Roland incl. Jordan and Myrtle,m.r. de Roland incluant Jordan et Myrtle,Air Quality,Qualité de l'air,MB,MB
052540,R.M. of Montcalm incl. St. Jean Baptiste,m.r. de Montcalm incluant St. Jean Baptiste,Public,Public,MB,MB
052540,R.M. of Montcalm incl. St. Jean Baptiste,m.r. de Montcalm incluant St. Jean Baptiste,Air Quality,Qualité de l'air,MB,MB
052550,Mun. of Rhineland incl. Altona Plum Coulee and Gretna,mun. de Rhineland incl. Altona Plum Coulee et Gretna,Public,Public,MB,MB
052550,Mun. of Rhineland incl. Altona Plum Coulee and Gretna,mun. de Rhineland incl. Altona Plum Coulee et Gretna,Air Quality,Qualité de l'air,MB,MB
052560,R.M. of Stanley incl. Winkler and Morden,m.r. de Stanley incluant Winkler et Morden,Public,Public,MB,MB
052560,R.M. of Stanley incl. Winkler and Morden,m.r. de Stanley incluant Winkler et Morden,Air Quality,Qualité de l'air,MB,MB
052600,Steinbach - St. Adolphe - Emerson - Vita - Richer,Steinbach - St. Adolphe - Emerson - Vita - Richer,Public,Public,MB,MB
052611,R.M. of Ritchot incl. St. Adolphe and Ste. Agathe,m.r. de Ritchot incluant St. Adolphe et Ste. Agathe,Public,Public,MB,MB
052611,R.M. of Ritchot incl. St. Adolphe and Ste. Agathe,m.r. de Ritchot incluant St. Adolphe et Ste. Agathe,Air Quality,Qualité de l'air,MB,MB
052612,R.M. of Tache incl. Lorette Ste-Geneviève and Landmark,m.r. de Tache incluant Lorette Ste-Geneviève et Landmark,Public,Public,MB,MB
052612,R.M. of Tache incl. Lorette Ste-Geneviève and Landmark,m.r. de Tache incluant Lorette Ste-Geneviève et Landmark,Air Quality,Qualité de l'air,MB,MB
052620,R.M. of De Salaberry incl. St-Pierre-Jolys and St. Malo,m.r. de De Salaberry incluant St-Pierre-Jolys et St. Malo,Public,Public,MB,MB
052620,R.M. of De Salaberry incl. St-Pierre-Jolys and St. Malo,m.r. de De Salaberry incluant St-Pierre-Jolys et St. Malo,Air Quality,Qualité de l'air,MB,MB
052630,R.M. of Hanover incl. Steinbach Niverville and Grunthal,m.r. de Hanover incluant Steinbach Niverville et Grunthal,Public,Public,MB,MB
052630,R.M. of Hanover incl. Steinbach Niverville and Grunthal,m.r. de Hanover incluant Steinbach Niverville et Grunthal,Air Quality,Qualité de l'air,MB,MB
052641,R.M. of Ste. Anne incl. Richer,m.r. de Ste. Anne incluant Richer,Public,Public,MB,MB
052641,R.M. of Ste. Anne incl. Richer,m.r. de Ste. Anne incluant Richer,Air Quality,Qualité de l'air,MB,MB
052642,R.M. of La Broquerie incl. Marchand,m.r. de La Broquerie incluant Marchand,Public,Public,MB,MB
052642,R.M. of La Broquerie incl. Marchand,m.r. de La Broquerie incluant Marchand,Air Quality,Qualité de l'air,MB,MB
052651,Mun. of Emerson-Franklin incl. Roseau River,mun. d'Emerson-Franklin incl. Roseau River,Public,Public,MB,MB
052651,Mun. of Emerson-Franklin incl. Roseau River,mun. d'Emerson-Franklin incl. Roseau River,Air Quality,Qualité de l'air,MB,MB
052652,R.M. of Stuartburn incl. Zhoda Vita and Sundown,m.r. de Stuartburn incluant Zhoda Vita et Sundown,Public,Public,MB,MB
052652,R.M. of Stuartburn incl. Zhoda Vita and Sundown,m.r. de Stuartburn incluant Zhoda Vita et Sundown,Air Quality,Qualité de l'air,MB,MB
053100,Bissett - Victoria Beach - Nopiming Prov. Park - Pine Falls,Bissett - Victoria Beach - Nopiming Prov. Park - Pine Falls,Public,Public,MB,MB
053110,Manigotagan Black River Res. and Hollow Water Res.,Manigotagan rés. ind. Black River et rés. ind. Hollow Water,Public,Public,MB,MB
053110,Manigotagan Black River Res. and Hollow Water Res.,Manigotagan rés. ind. Black River et rés. ind. Hollow Water,Air Quality,Qualité de l'air,MB,MB
053120,Bissett,Bissett,Public,Public,MB,MB
053120,Bissett,Bissett,Air Quality,Qualité de l'air,MB,MB
053130,Nopiming Prov. Park,Nopiming Prov. Park,Public,Public,MB,MB
053130,Nopiming Prov. Park,Nopiming Prov. Park,Air Quality,Qualité de l'air,MB,MB
053140,R.M. of Alexander incl. Powerview-Pine Falls,m.r. d'Alexander incluant Powerview-Pine Falls,Public,Public,MB,MB
053140,R.M. of Alexander incl. Powerview-Pine Falls,m.r. d'Alexander incluant Powerview-Pine Falls,Air Quality,Qualité de l'air,MB,MB
053150,R.M. of Victoria Beach,m.r. de Victoria Beach,Public,Public,MB,MB
053150,R.M. of Victoria Beach,m.r. de Victoria Beach,Air Quality,Qualité de l'air,MB,MB
053200,Whiteshell - Lac du Bonnet - Pinawa,Whiteshell - Lac du Bonnet - Pinawa,Public,Public,MB,MB
053211,R.M. of Lac Du Bonnet,m.r. de Lac Du Bonnet,Public,Public,MB,MB
053211,R.M. of Lac Du Bonnet,m.r. de Lac Du Bonnet,Air Quality,Qualité de l'air,MB,MB
053221,L.G. of Pinawa incl. Seven Sisters Falls,adm. locale de Pinawa incluant Seven Sisters Falls,Public,Public,MB,MB
053221,L.G. of Pinawa incl. Seven Sisters Falls,adm. locale de Pinawa incluant Seven Sisters Falls,Air Quality,Qualité de l'air,MB,MB
053222,R.M. of Whitemouth incl. Elma,m.r. de Whitemouth incluant Elma,Public,Public,MB,MB
053222,R.M. of Whitemouth incl. Elma,m.r. de Whitemouth incluant Elma,Air Quality,Qualité de l'air,MB,MB
053231,Pointe du Bois,Pointe du Bois,Public,Public,MB,MB
053231,Pointe du Bois,Pointe du Bois,Air Quality,Qualité de l'air,MB,MB
053232,Falcon Lake and West Hawk Lake,Falcon Lake et West Hawk Lake,Public,Public,MB,MB
053232,Falcon Lake and West Hawk Lake,Falcon Lake et West Hawk Lake,Air Quality,Qualité de l'air,MB,MB
053243,Shoal Lake Reserves,rés. ind. Shoal Lake,Public,Public,MB,MB
053243,Shoal Lake Reserves,rés. ind. Shoal Lake,Air Quality,Qualité de l'air,MB,MB
053250,R.M. of Reynolds incl. Ste. Rita Hadashville and Rennie,m.r. de Reynolds incluant Ste. Rita Hadashville et Rennie,Public,Public,MB,MB
053250,R.M. of Reynolds incl. Ste. Rita Hadashville and Rennie,m.r. de Reynolds incluant Ste. Rita Hadashville et Rennie,Air Quality,Qualité de l'air,MB,MB
053300,Sprague - Northwest Angle Provincial Forest,Sprague - forêt provinciale Northwest Angle,Public,Public,MB,MB
053310,Buffalo Point Res. and Northwest Angle Prov. Forest,rés. ind. Buffalo Point et la forêt prov. Northwest Angle,Public,Public,MB,MB
053310,Buffalo Point Res. and Northwest Angle Prov. Forest,rés. ind. Buffalo Point et la forêt prov. Northwest Angle,Air Quality,Qualité de l'air,MB,MB
053320,R.M. of Piney incl. Sandilands and Sprague,m.r. de Piney incluant Sandilands et Sprague,Public,Public,MB,MB
053320,R.M. of Piney incl. Sandilands and Sprague,m.r. de Piney incluant Sandilands et Sprague,Air Quality,Qualité de l'air,MB,MB
054100,Grand Rapids - Waterhen,Grand Rapids - Waterhen,Public,Public,MB,MB
054110,Grand Rapids and Easterville,Grand Rapids et Easterville,Public,Public,MB,MB
054110,Grand Rapids and Easterville,Grand Rapids et Easterville,Air Quality,Qualité de l'air,MB,MB
054120,Waterhen Meadow Portage and Skownan,Waterhen Meadow Portage et Skownan,Public,Public,MB,MB
054120,Waterhen Meadow Portage and Skownan,Waterhen Meadow Portage et Skownan,Air Quality,Qualité de l'air,MB,MB
054200,Arborg - Hecla - Fisher River - Gypsumville - Ashern,Arborg - Hecla - Fisher River - Gypsumville - Ashern,Public,Public,MB,MB
054210,R.M. of Grahamdale incl. Gypsumville Moosehorn and Camper,m.r. de Grahamdale incluant Gypsumville Moosehorn et Camper,Public,Public,MB,MB
054210,R.M. of Grahamdale incl. Gypsumville Moosehorn and Camper,m.r. de Grahamdale incluant Gypsumville Moosehorn et Camper,Air Quality,Qualité de l'air,MB,MB
054221,Jackhead Res.,rés. ind. Jackhead,Public,Public,MB,MB
054221,Jackhead Res.,rés. ind. Jackhead,Air Quality,Qualité de l'air,MB,MB
054230,R.M. of West Interlake incl. Eriksdale and Ashern,m.r. de West Interlake incl. Eriksdale et Ashern,Public,Public,MB,MB
054230,R.M. of West Interlake incl. Eriksdale and Ashern,m.r. de West Interlake incl. Eriksdale et Ashern,Air Quality,Qualité de l'air,MB,MB
054242,Mun. of Bifrost-Riverton incl. Arborg Hnausa and Hecla,mun. de Bifrost-Riverton incl. Arborg Hnausa et Hecla,Public,Public,MB,MB
054242,Mun. of Bifrost-Riverton incl. Arborg Hnausa and Hecla,mun. de Bifrost-Riverton incl. Arborg Hnausa et Hecla,Air Quality,Qualité de l'air,MB,MB
054243,Moose Creek Prov. Forest Pine Dock and Matheson Island,forêt prov. Moose Creek Pine Dock et Matheson Island,Public,Public,MB,MB
054243,Moose Creek Prov. Forest Pine Dock and Matheson Island,forêt prov. Moose Creek Pine Dock et Matheson Island,Air Quality,Qualité de l'air,MB,MB
054250,R.M. of Fisher incl. Poplarfield,m.r. de Fisher incluant Poplarfield,Public,Public,MB,MB
054250,R.M. of Fisher incl. Poplarfield,m.r. de Fisher incluant Poplarfield,Air Quality,Qualité de l'air,MB,MB
054260,Peguis Res. and Fisher River Res.,rés. ind. Peguis et rés. ind. Fisher River,Public,Public,MB,MB
054260,Peguis Res. and Fisher River Res.,rés. ind. Peguis et rés. ind. Fisher River,Air Quality,Qualité de l'air,MB,MB
055100,Dauphin - Russell - Roblin - Winnipegosis,Dauphin - Russell - Roblin - Winnipegosis,Public,Public,MB,MB
055110,Mun. of Roblin incl. Makaroff Shortdale and Bield,mun. de Roblin incl. Makaroff Shortdale et Bield,Public,Public,MB,MB
055110,Mun. of Roblin incl. Makaroff Shortdale and Bield,mun. de Roblin incl. Makaroff Shortdale et Bield,Air Quality,Qualité de l'air,MB,MB
055121,R.M. of Dauphin incl. Sifton and Valley River,m.r. de Dauphin incluant Sifton et Valley River,Public,Public,MB,MB
055121,R.M. of Dauphin incl. Sifton and Valley River,m.r. de Dauphin incluant Sifton et Valley River,Air Quality,Qualité de l'air,MB,MB
055122,Mun. of Ethelbert incl. Garland,municipalité d'Ethelbert incluant Garland,Public,Public,MB,MB
055122,Mun. of Ethelbert incl. Garland,municipalité d'Ethelbert incluant Garland,Air Quality,Qualité de l'air,MB,MB
055123,Gilbert Plains Mun. incl. Ashville,municipalité de Gilbert Plains incluant Ashville,Public,Public,MB,MB
055123,Gilbert Plains Mun. incl. Ashville,municipalité de Gilbert Plains incluant Ashville,Air Quality,Qualité de l'air,MB,MB
055131,Mossey River Mun. incl. Winnipegosis and Fork River,mun. de Mossey River incl. Winnipegosis et Fork River,Public,Public,MB,MB
055131,Mossey River Mun. incl. Winnipegosis and Fork River,mun. de Mossey River incl. Winnipegosis et Fork River,Air Quality,Qualité de l'air,MB,MB
055132,Grandview Mun. incl. Valley River Res.,mun. de Grandview incl. la rés. ind. Valley River,Public,Public,MB,MB
055132,Grandview Mun. incl. Valley River Res.,mun. de Grandview incl. la rés. ind. Valley River,Air Quality,Qualité de l'air,MB,MB
055133,R.M. of Lakeshore incl. Ochre River and Makinak,m.r. de Lakeshore incluant Ochre River et Makinak,Public,Public,MB,MB
055133,R.M. of Lakeshore incl. Ochre River and Makinak,m.r. de Lakeshore incluant Ochre River et Makinak,Air Quality,Qualité de l'air,MB,MB
055140,R.M. of Riding Mountain West incl. Asessippi Prov. Park,m.r. de Riding Mountain West incluant Asessippi Prov. Park,Public,Public,MB,MB
055140,R.M. of Riding Mountain West incl. Asessippi Prov. Park,m.r. de Riding Mountain West incluant Asessippi Prov. Park,Air Quality,Qualité de l'air,MB,MB
055150,Mun. of Russell-Binscarth incl. Gambler Res.,mun. de Russell-Binscarth incl. la rés. ind. Gambler,Public,Public,MB,MB
055150,Mun. of Russell-Binscarth incl. Gambler Res.,mun. de Russell-Binscarth incl. la rés. ind. Gambler,Air Quality,Qualité de l'air,MB,MB
055160,R.M. of Lakeshore incl. Rorketon and Toutes Aides,m.r. de Lakeshore incluant Rorketon et Toutes Aides,Public,Public,MB,MB
055160,R.M. of Lakeshore incl. Rorketon and Toutes Aides,m.r. de Lakeshore incluant Rorketon et Toutes Aides,Air Quality,Qualité de l'air,MB,MB
055200,Minnedosa - Riding Mountain National Park,Minnedosa - parc national du Mont-Riding,Public,Public,MB,MB
055210,Mun. of Harrison Park incl. Onanole Sandy Lake and Newdale,mun. de Harrison Park incl. Onanole Sandy Lake et Newdale,Public,Public,MB,MB
055210,Mun. of Harrison Park incl. Onanole Sandy Lake and Newdale,mun. de Harrison Park incl. Onanole Sandy Lake et Newdale,Air Quality,Qualité de l'air,MB,MB
055221,Rossburn Mun. incl. Waywayseecappo Res.,mun. de Rossburn incl. la rés. ind. Waywayseecappo,Public,Public,MB,MB
055221,Rossburn Mun. incl. Waywayseecappo Res.,mun. de Rossburn incl. la rés. ind. Waywayseecappo,Air Quality,Qualité de l'air,MB,MB
055222,Riding Mountain Nat. Park,parc national du Mont-Riding,Public,Public,MB,MB
055222,Riding Mountain Nat. Park,parc national du Mont-Riding,Air Quality,Qualité de l'air,MB,MB
055230,R.M. of Ellice-Archie incl. St-Lazare McAuley and Manson,m.r. d'Ellice-Archie incluant St-Lazare McAuley et Manson,Public,Public,MB,MB
055230,R.M. of Ellice-Archie incl. St-Lazare McAuley and Manson,m.r. d'Ellice-Archie incluant St-Lazare McAuley et Manson,Air Quality,Qualité de l'air,MB,MB
055241,R.M. of Yellowhead incl. Shoal Lake and Elphinstone,m.r. de Yellowhead incluant Shoal Lake et Elphinstone,Public,Public,MB,MB
055241,R.M. of Yellowhead incl. Shoal Lake and Elphinstone,m.r. de Yellowhead incluant Shoal Lake et Elphinstone,Air Quality,Qualité de l'air,MB,MB
055242,Prairie View Mun. incl. Birdtail Sioux Res.,mun. de Prairie View incl. la rés. ind. Birdtail Sioux,Public,Public,MB,MB
055242,Prairie View Mun. incl. Birdtail Sioux Res.,mun. de Prairie View incl. la rés. ind. Birdtail Sioux,Air Quality,Qualité de l'air,MB,MB
055243,Hamiota Mun. incl. McConnell and Lavinia,municipalité de Hamiota incluant McConnell et Lavinia,Public,Public,MB,MB
055243,Hamiota Mun. incl. McConnell and Lavinia,municipalité de Hamiota incluant McConnell et Lavinia,Air Quality,Qualité de l'air,MB,MB
055251,R.M. of Oakview incl. Oak River and Rapid City,m.r. d'Oakview incluant Oak River et Rapid City,Public,Public,MB,MB
055251,R.M. of Oakview incl. Oak River and Rapid City,m.r. d'Oakview incluant Oak River et Rapid City,Air Quality,Qualité de l'air,MB,MB
055252,R.M. of Minto-Odanah incl. Minnedosa and Moore Park,m.r. de Minto-Odanah incluant Minnedosa et Moore Park,Public,Public,MB,MB
055252,R.M. of Minto-Odanah incl. Minnedosa and Moore Park,m.r. de Minto-Odanah incluant Minnedosa et Moore Park,Air Quality,Qualité de l'air,MB,MB
055253,Mun. of Clanwilliam-Erickson,municipalité de Clanwilliam-Erickson,Public,Public,MB,MB
055253,Mun. of Clanwilliam-Erickson,municipalité de Clanwilliam-Erickson,Air Quality,Qualité de l'air,MB,MB
055260,R.M. of Rosedale incl. Eden and Kelwood,m.r. de Rosedale incluant Eden et Kelwood,Public,Public,MB,MB
055260,R.M. of Rosedale incl. Eden and Kelwood,m.r. de Rosedale incluant Eden et Kelwood,Air Quality,Qualité de l'air,MB,MB
055300,Ste. Rose - McCreary - Alonsa - Gladstone,Ste. Rose - McCreary - Alonsa - Gladstone,Public,Public,MB,MB
055310,R.M. of Alonsa incl. Ebb and Flow Res. and Sandy Bay Res.,m.r. d'Alonsa incl. les rés. ind. Ebb and Flow et Sandy Bay,Public,Public,MB,MB
055310,R.M. of Alonsa incl. Ebb and Flow Res. and Sandy Bay Res.,m.r. d'Alonsa incl. les rés. ind. Ebb and Flow et Sandy Bay,Air Quality,Qualité de l'air,MB,MB
055321,Mun. of Ste. Rose incl. Laurier,municipalité de Ste. Rose incluant Laurier,Public,Public,MB,MB
055321,Mun. of Ste. Rose incl. Laurier,municipalité de Ste. Rose incluant Laurier,Air Quality,Qualité de l'air,MB,MB
055331,Mun. of McCreary incl. Norgate,municipalité de McCreary incluant Norgate,Public,Public,MB,MB
055331,Mun. of McCreary incl. Norgate,municipalité de McCreary incluant Norgate,Air Quality,Qualité de l'air,MB,MB
055340,Mun. of Glenella-Lansdowne incl. Arden and Tenby,municipalité de Glenella-Lansdowne incluant Arden et Tenby,Public,Public,MB,MB
055340,Mun. of Glenella-Lansdowne incl. Arden and Tenby,municipalité de Glenella-Lansdowne incluant Arden et Tenby,Air Quality,Qualité de l'air,MB,MB
055350,Mun. of WestLake-Gladstone incl. Plumas and Langruth,mun. de WestLake-Gladstone incl. Plumas et Langruth,Public,Public,MB,MB
055350,Mun. of WestLake-Gladstone incl. Plumas and Langruth,mun. de WestLake-Gladstone incl. Plumas et Langruth,Air Quality,Qualité de l'air,MB,MB
056100,The Pas - Wanless - Westray - Clearwater Lake Prov. Park,The Pas - Wanless - Westray - Clearwater Lake Prov. Park,Public,Public,MB,MB
056110,The Pas Cormorant Westray and Wanless,The Pas Cormorant Westray et Wanless,Public,Public,MB,MB
056110,The Pas Cormorant Westray and Wanless,The Pas Cormorant Westray et Wanless,Air Quality,Qualité de l'air,MB,MB
056120,North and South Moose Lake incl. Moose Lake Res.,lacs North Moose et South Moose incl. rés. ind. Moose Lake,Public,Public,MB,MB
056120,North and South Moose Lake incl. Moose Lake Res.,lacs North Moose et South Moose incl. rés. ind. Moose Lake,Air Quality,Qualité de l'air,MB,MB
056200,Swan River - Duck Mountain - Porcupine Provincial Forest,Swan River - mont Duck - forêt provinciale Porcupine,Public,Public,MB,MB
056211,Westgate Red Deer Lake and Barrows,Westgate Red Deer Lake et Barrows,Public,Public,MB,MB
056211,Westgate Red Deer Lake and Barrows,Westgate Red Deer Lake et Barrows,Air Quality,Qualité de l'air,MB,MB
056212,Porcupine Prov. Forest,forêt provinciale Porcupine,Public,Public,MB,MB
056212,Porcupine Prov. Forest,forêt provinciale Porcupine,Air Quality,Qualité de l'air,MB,MB
056221,R.M. of Mountain including Mafeking and Birch River,m.r. de Mountain incluant Mafeking et Birch River,Public,Public,MB,MB
056221,R.M. of Mountain including Mafeking and Birch River,m.r. de Mountain incluant Mafeking et Birch River,Air Quality,Qualité de l'air,MB,MB
056222,Pelican Rapids and Shoal River First Nations,Premières nations de Pelican Rapids et de Shoal River,Public,Public,MB,MB
056222,Pelican Rapids and Shoal River First Nations,Premières nations de Pelican Rapids et de Shoal River,Air Quality,Qualité de l'air,MB,MB
056231,Mun. of Swan Valley West incl. Benito,municipalité de Swan Valley West incluant Benito,Public,Public,MB,MB
056231,Mun. of Swan Valley West incl. Benito,municipalité de Swan Valley West incluant Benito,Air Quality,Qualité de l'air,MB,MB
056232,Mun. of Minitonas-Bowsman incl. Renwer,municipalité de Minitonas-Bowsman incluant Renwer,Public,Public,MB,MB
056232,Mun. of Minitonas-Bowsman incl. Renwer,municipalité de Minitonas-Bowsman incluant Renwer,Air Quality,Qualité de l'air,MB,MB
056241,Duck Mountain Prov. Park and Prov. Forest,Duck Mountain Prov. Park et forêt prov. Duck Mountain,Public,Public,MB,MB
056241,Duck Mountain Prov. Park and Prov. Forest,Duck Mountain Prov. Park et forêt prov. Duck Mountain,Air Quality,Qualité de l'air,MB,MB
056242,R.M. of Mountain including Cowan and Camperville,m.r. de Mountain incluant Cowan et Camperville,Public,Public,MB,MB
056242,R.M. of Mountain including Cowan and Camperville,m.r. de Mountain incluant Cowan et Camperville,Air Quality,Qualité de l'air,MB,MB
057100,Norway House - Cross Lake - Wabowden,Norway House - Cross Lake - Wabowden,Public,Public,MB,MB
057110,Molson Lake and Bear Lake,lac Molson et lac Bear,Public,Public,MB,MB
057110,Molson Lake and Bear Lake,lac Molson et lac Bear,Air Quality,Qualité de l'air,MB,MB
057120,Cross Lake and Jenpeg,Cross Lake et Jenpeg,Public,Public,MB,MB
057120,Cross Lake and Jenpeg,Cross Lake et Jenpeg,Air Quality,Qualité de l'air,MB,MB
057130,Wabowden,Wabowden,Public,Public,MB,MB
057130,Wabowden,Wabowden,Air Quality,Qualité de l'air,MB,MB
057140,Hwy 6 between Little Limestone Lake and Ponton,route 6 entre le lac Little Limestone et Ponton,Public,Public,MB,MB
057140,Hwy 6 between Little Limestone Lake and Ponton,route 6 entre le lac Little Limestone et Ponton,Air Quality,Qualité de l'air,MB,MB
057150,Norway House,Norway House,Public,Public,MB,MB
057150,Norway House,Norway House,Air Quality,Qualité de l'air,MB,MB
057200,Poplar River,Poplar River,Public,Public,MB,MB
057200,Poplar River,Poplar River,Air Quality,Qualité de l'air,MB,MB
057300,Berens River - Little Grand Rapids - Bloodvein - Atikaki,Berens River - Little Grand Rapids - Bloodvein - Atikaki,Public,Public,MB,MB
057310,Berens River,Berens River,Public,Public,MB,MB
057310,Berens River,Berens River,Air Quality,Qualité de l'air,MB,MB
057320,Little Grand Rapids and Atikaki Prov. Park,Little Grand Rapids et Atikaki Prov. Park,Public,Public,MB,MB
057320,Little Grand Rapids and Atikaki Prov. Park,Little Grand Rapids et Atikaki Prov. Park,Air Quality,Qualité de l'air,MB,MB
057330,Bloodvein,Bloodvein,Public,Public,MB,MB
057330,Bloodvein,Bloodvein,Air Quality,Qualité de l'air,MB,MB
058100,Brochet,Brochet,Public,Public,MB,MB
058100,Brochet,Brochet,Air Quality,Qualité de l'air,MB,MB
058200,Tadoule Lake,Tadoule Lake,Public,Public,MB,MB
058200,Tadoule Lake,Tadoule Lake,Air Quality,Qualité de l'air,MB,MB
058300,Lynn Lake - Leaf Rapids - Pukatawagan,Lynn Lake - Leaf Rapids - Pukatawagan,Public,Public,MB,MB
058310,Lynn Lake,Lynn Lake,Public,Public,MB,MB
058310,Lynn Lake,Lynn Lake,Air Quality,Qualité de l'air,MB,MB
058320,Leaf Rapids,Leaf Rapids,Public,Public,MB,MB
058320,Leaf Rapids,Leaf Rapids,Air Quality,Qualité de l'air,MB,MB
058330,Pukatawagan,Pukatawagan,Public,Public,MB,MB
058330,Pukatawagan,Pukatawagan,Air Quality,Qualité de l'air,MB,MB
058400,Thompson - Nelson House - Split Lake,Thompson - Nelson House - Split Lake,Public,Public,MB,MB
058410,South Indian Lake and Amisk Prov. Park,South Indian Lake et Amisk Prov. Park,Public,Public,MB,MB
058410,South Indian Lake and Amisk Prov. Park,South Indian Lake et Amisk Prov. Park,Air Quality,Qualité de l'air,MB,MB
058420,Split Lake and York Landing,Split Lake et York Landing,Public,Public,MB,MB
058420,Split Lake and York Landing,Split Lake et York Landing,Air Quality,Qualité de l'air,MB,MB
058430,Thompson Thicket Portage and Pikwitonei,Thompson Thicket Portage et Pikwitonei,Public,Public,MB,MB
058430,Thompson Thicket Portage and Pikwitonei,Thompson Thicket Portage et Pikwitonei,Air Quality,Qualité de l'air,MB,MB
058440,Nelson House,Nelson House,Public,Public,MB,MB
058440,Nelson House,Nelson House,Air Quality,Qualité de l'air,MB,MB
058500,Flin Flon - Cranberry Portage - Snow Lake,Flin Flon - Cranberry Portage - Snow Lake,Public,Public,MB,MB
058510,Snow Lake and Herb Lake Landing,Snow Lake et Herb Lake Landing,Public,Public,MB,MB
058510,Snow Lake and Herb Lake Landing,Snow Lake et Herb Lake Landing,Air Quality,Qualité de l'air,MB,MB
058520,Flin Flon Cranberry Portage and Grass River Prov. Park,Flin Flon Cranberry Portage et Grass River Prov. Park,Public,Public,MB,MB
058520,Flin Flon Cranberry Portage and Grass River Prov. Park,Flin Flon Cranberry Portage et Grass River Prov. Park,Air Quality,Qualité de l'air,MB,MB
059100,Churchill,Churchill,Public,Public,MB,MB
059100,Churchill,Churchill,Air Quality,Qualité de l'air,MB,MB
059200,York,York,Public,Public,MB,MB
059200,York,York,Air Quality,Qualité de l'air,MB,MB
059300,Gillam,Gillam,Public,Public,MB,MB
059300,Gillam,Gillam,Air Quality,Qualité de l'air,MB,MB
059400,Shamattawa,Shamattawa,Public,Public,MB,MB
059400,Shamattawa,Shamattawa,Air Quality,Qualité de l'air,MB,MB
059500,Island Lake - Oxford House - Gods Lake,Island Lake - Oxford House - Gods Lake,Public,Public,MB,MB
059510,Oxford House and Gods Lake,Oxford House et Gods Lake,Public,Public,MB,MB
059510,Oxford House and Gods Lake,Oxford House et Gods Lake,Air Quality,Qualité de l'air,MB,MB
059520,Red Sucker Lake,Red Sucker Lake,Public,Public,MB,MB
059520,Red Sucker Lake,Red Sucker Lake,Air Quality,Qualité de l'air,MB,MB
059530,Island Lake,Island Lake,Public,Public,MB,MB
059530,Island Lake,Island Lake,Air Quality,Qualité de l'air,MB,MB
060001,Regina,Regina,Air Quality,Qualité de l'air,SK,SK
060002,Saskatoon,Saskatoon,Air Quality,Qualité de l'air,SK,SK
060003,Prince Albert,Prince Albert,Air Quality,Qualité de l'air,SK,SK
060004,Swift Current,Swift Current,Air Quality,Qualité de l'air,SK,SK
060005,Estevan,Estevan,Services,Services,SK,SK
060006,Buffalo Narrows,Buffalo Narrows,Air Quality,Qualité de l'air,SK,SK
060007,Shoreline of Lake Athabasca - Eastern Half (Saskatchewan),rives du lac Athabasca - moitié est (Saskatchewan),Coastal Flooding,Inondations côtières,SK,SK
061100,Leader - Gull Lake,Leader - Gull Lake,Public,Public,SK,SK
061111,R.M. of Deer Forks including Burstall and Estuary,m.r. de Deer Forks incluant Burstall et Estuary,Public,Public,SK,SK
061111,R.M. of Deer Forks including Burstall and Estuary,m.r. de Deer Forks incluant Burstall et Estuary,Air Quality,Qualité de l'air,SK,SK
061112,R.M. of Happyland including Leader Prelate and Mendham,m.r. de Happyland incluant Leader Prelate et Mendham,Public,Public,SK,SK
061112,R.M. of Happyland including Leader Prelate and Mendham,m.r. de Happyland incluant Leader Prelate et Mendham,Air Quality,Qualité de l'air,SK,SK
061113,R.M. of Enterprise including Richmound,m.r. d'Enterprise incluant Richmound,Public,Public,SK,SK
061113,R.M. of Enterprise including Richmound,m.r. d'Enterprise incluant Richmound,Air Quality,Qualité de l'air,SK,SK
061114,R.M. of Fox Valley including Fox Valley,m.r. de Fox Valley incluant Fox Valley,Public,Public,SK,SK
061114,R.M. of Fox Valley including Fox Valley,m.r. de Fox Valley incluant Fox Valley,Air Quality,Qualité de l'air,SK,SK
061115,R.M. of Big Stick including Golden Prairie,m.r. de Big Stick incluant Golden Prairie,Public,Public,SK,SK
061115,R.M. of Big Stick including Golden Prairie,m.r. de Big Stick incluant Golden Prairie,Air Quality,Qualité de l'air,SK,SK
061121,R.M. of Clinworth including Sceptre Lemsford and Portreeve,m.r. de Clinworth incluant Sceptre Lemsford et Portreeve,Public,Public,SK,SK
061121,R.M. of Clinworth including Sceptre Lemsford and Portreeve,m.r. de Clinworth incluant Sceptre Lemsford et Portreeve,Air Quality,Qualité de l'air,SK,SK
061122,R.M. of Miry Creek including Abbey Lancer and Shackleton,m.r. de Miry Creek incluant Abbey Lancer et Shackleton,Public,Public,SK,SK
061122,R.M. of Miry Creek including Abbey Lancer and Shackleton,m.r. de Miry Creek incluant Abbey Lancer et Shackleton,Air Quality,Qualité de l'air,SK,SK
